Communication timer, comunication counter, latest time of propagation, number of nodes spread, number of positive ack, number of negative ack, number of requests
11,1,0,0,0,1,0
11,2,0,0,0,2,0
11,3,0,0,0,3,0
11,4,0,0,0,4,0
11,5,0,0,0,5,0
11,6,0,0,0,6,0
11,7,0,0,0,7,0
11,8,0,0,0,8,0
11,9,0,0,0,9,0
11,10,0,0,0,10,0
11,11,0,0,0,11,0
11,12,0,0,0,12,0
11,13,0,0,0,13,0
11,14,0,0,0,14,0
11,15,0,0,0,15,0
11,16,0,0,0,16,0
11,17,0,0,0,17,0
11,18,0,0,0,18,0
11,19,0,0,0,19,0
11,20,0,0,0,20,0
11,21,0,0,0,21,0
11,22,0,0,0,22,0
11,23,0,0,0,23,0
11,24,0,0,0,24,0
11,25,0,0,0,25,0
11,26,0,0,0,26,0
11,27,0,0,0,27,0
11,28,0,0,0,28,0
11,29,0,0,0,29,0
11,30,0,0,0,30,0
11,31,0,0,0,31,0
11,32,0,0,0,32,0
11,33,0,0,0,33,0
11,34,0,0,0,34,0
11,35,0,0,0,35,0
11,36,0,0,0,36,0
11,37,0,0,0,37,0
11,38,0,0,0,38,0
11,39,0,0,0,39,0
11,40,0,0,0,40,0
11,41,0,0,0,41,0
11,42,0,0,0,42,0
11,43,0,0,0,43,0
11,44,0,0,0,44,0
11,45,0,0,0,45,0
11,46,0,0,0,46,0
11,47,0,0,0,47,0
11,48,0,0,0,48,0
11,49,0,0,0,49,0
11,50,0,0,0,50,0
11,51,0,0,0,51,0
11,52,0,0,0,52,0
11,53,0,0,0,53,0
11,54,0,0,0,54,0
11,55,0,0,0,55,0
11,56,0,0,0,56,0
11,57,0,0,0,57,0
11,58,0,0,0,58,0
11,59,0,0,0,59,0
11,60,0,0,0,60,0
11,61,0,0,0,61,0
11,62,0,0,0,62,0
11,63,0,0,0,63,0
11,64,0,0,0,64,0
11,65,0,0,0,65,0
11,66,0,0,0,66,0
11,67,0,0,0,67,0
11,68,0,0,0,68,0
11,69,0,0,0,69,0
11,70,0,0,0,70,0
11,71,0,0,0,71,0
11,72,0,0,1,71,0
11,73,0,0,1,72,0
11,74,0,0,1,73,0
11,75,0,0,1,74,0
11,76,0,0,1,75,0
11,77,0,0,1,76,0
11,78,0,0,1,77,0
11,79,0,0,1,78,0
11,80,0,0,1,79,0
11,81,0,0,1,80,0
11,82,0,0,1,81,0
11,84,11,1,1,82,0
11,85,11,1,1,83,0
11,86,11,1,1,84,0
11,87,11,1,1,85,0
11,88,11,1,1,86,0
11,89,11,1,1,87,0
11,90,11,1,1,88,0
11,91,11,1,1,89,0
11,92,11,1,1,90,0
11,93,11,1,1,91,0
11,94,11,1,1,92,0
11,95,11,1,1,93,0
11,96,11,1,1,94,0
11,97,11,1,1,95,0
11,98,11,1,1,96,0
11,99,11,1,1,97,0
11,100,11,1,1,98,0
11,101,11,1,1,99,0
11,102,11,1,1,100,0
11,103,11,1,1,101,0
11,104,11,1,1,102,0
11,105,11,1,1,103,0
11,106,11,1,1,104,0
11,107,11,1,1,105,0
11,108,11,1,1,106,0
11,109,11,1,1,107,0
11,110,11,1,1,108,0
11,111,11,1,1,109,0
11,112,11,1,1,110,0
11,113,11,1,1,111,0
11,114,11,1,1,112,0
11,115,11,1,1,113,0
11,116,11,1,1,114,0
11,117,11,1,1,115,0
11,118,11,1,1,116,0
11,119,11,1,1,117,0
11,120,11,1,1,118,0
